PANGAEA sample id	Station.label	Layer	polar	lower.size.fraction	upper.size.fraction	Event.date	Latitude	Longitude	Depth.nominal	Ocean.region	Temperature	Oxygen	ChlorophyllA	Carbon.total	Salinity	Gradient.Surface.temp(SST)	Fluorescence	CO3	HCO3	Density	PO4	PAR.PC	NO3	Si	Alkalinity.total	Ammonium.5m	Depth.Mixed.Layer	Lyapunov	NO2	Depth.Min.O2	NO2NO3	Nitracline	Brunt.Väisälä	Iron.5m	Depth.Max.O2	Okubo.Weiss	Residence.time
TARA_B100000865	TARA_091	SRF	non polar	0.22	3	2011-02-25T12:42	-34.161	-73.0995	5	[SPO] South Pacific Ocean (MRGID:1910)	17.6085	229.394	0.827608		34.3805	0.58594				24.8933	0.724			0.432		0.048492067	23	0.023933	0.069	123	0.559		33	4.26E-06	14	-0.081281	11.111111
TARA_B100000872	TARA_092	SRF	non polar	0.22	3	2011-02-26T12:01	-33.6895	-71.998	9	[SPO] South Pacific Ocean (MRGID:1910)	15.912325	245.3235	2.257991		34.3948	1.3595				25.30165	0.795			0.49		0.073051497	11	0	0.039	125	0.11		10	5.26E-06	13		0
TARA_B100000885	TARA_099	SRF	non polar	0.22	3	2011-04-09T13:56	-21.146	-104.787	5	[SPO] South Pacific Ocean (MRGID:1910)	23.88925	203.37975	0.091415	3.00E-04	36.1376	0.25653	1.490169	6.00E-04	0	24.5391	0.2975		0	0.558	0	0.015182246	67	0.050989	0.006	385	0.0315	386	75	4.58E-06	107	0.00016	8.333333
TARA_B100000900	TARA_102	SRF	non polar	0.22	3	2011-04-21T20:07	-5.2529	-85.1545	5	[SPO] South Pacific Ocean (MRGID:1910)	24.958885	204.421	0.264409	0.00655	34.764535	0.21865	2.076027	0.00475	0	23.176695	1.02575		13.010708	5.04425	0.0104	0.034300595	24	0.012324	0.3285	419	12.8225	32	34	4.40E-06	14	0.043188	0
TARA_B100000902	TARA_102	DCM	non polar	0.22	3	2011-04-22T21:13	-5.2669	-85.2732	40	[SPO] South Pacific Ocean (MRGID:1910)	19.781235	104.9968	0.365239	0.018	34.884385	1.8132	2.896974	0.038	0	24.729155	1.8615		18.72477	10.5045	0.0334	0.034300595	34	0.012324	1.202	238	24.3645	48	44	4.40E-06	14	0.043188	0
TARA_B100000916	TARA_106	SRF	non polar	0.22	3	2011-05-03T12:27	-0.0283	-84.5862	5	[SPO] South Pacific Ocean (MRGID:1910)	25.702575	194.915	0.217039	0.006	34.51722	1.0233	1.88776	0.0044	0	22.76179	0.573125		6.047064	3.595125	0.0023	0.041996677	25	0.138825	0.15125	344	5.556563	60	43	4.39E-06	13	-0.04145	4.166667
TARA_B100000918	TARA_106	DCM	non polar	0.22	3	2011-05-03T20:52	0.0307	-84.612	40	[SPO] South Pacific Ocean (MRGID:1910)	23.45048	165.2702	0.243787	0.0141	34.72394	1.1459	2.11443	0.015	0.0018	23.595275	0.776625		8.276054	5.75275	0.0065	0.041996677	16	0.138825	0.317375	352	9.313125	293	43	4.39E-06	13	-0.04145	4.166667
TARA_B100000920	TARA_106	MES	non polar	0.22	3	2011-05-04T12:45:46	0.0063	-84.585	380	[SPO] South Pacific Ocean (MRGID:1910)	10.222825	5.03365	0	0	34.748925	0.7151	3.342139	0	0	26.725515	2.664875		36.80312	37.4515	0	0.041996677	22	0.138825	0.01475	337	37.197667	568	39	4.39E-06	13	-0.04145	4.166667
TARA_B100000925	TARA_109	SRF	non polar	0.22	3	2011-05-12T14:00	1.9928	-84.5766	5	[NPO] North Pacific Ocean (MRGID:1908)	27.497475	199.6911	0.272009	0.004	33.472445	1.716	1.900753	0.00275	0	21.408655	0.2865		1.673601	1.7085	0.005	0.038657464	15	0.005026	0.0455	395	0.8935	63	59	4.99E-06	13	-0.002594	2.083333
TARA_B100000927	TARA_109	DCM	non polar	0.22	3	2011-05-12T22:15	2.0299	-84.5546	30	[NPO] North Pacific Ocean (MRGID:1908)	26.019185	199.8303	0.329704	0.013	34.475915	2.5036	2.048813	0.0234	0	22.63355	0.50475		4.369042	3.225	0.0195	0.038657464	18	0.005026	0.111	420	4.638	56	57	4.99E-06	19	-0.002594	2.083333
TARA_B100000929	TARA_109	MES	non polar	0.22	3	2011-05-13T16:08:58	2.0649	-84.5546	380	[NPO] North Pacific Ocean (MRGID:1908)	11.142362	2.264562	0		34.791419	2.3418	3.300821			26.595869			33.049074			0.038657464	12	0.005026		422		64	69	4.99E-06	14	-0.002594	2.083333
TARA_B100000939	TARA_112	SRF	non polar	0.22	3	2011-06-14T16:45	-23.2811	-129.3947	5	[SPO] South Pacific Ocean (MRGID:1910)	24.26287	201.6702	0.055382	0	36.43917	0.27844	1.496493	0.0018	0	24.65312	0.14225		0.167491	0.7425	0	0.00623687	134	0.040113	0.0075	1019	0.02525	433	142	0.000157501	141	-0.120564	11.083333
TARA_B100000943	TARA_112	DCM	non polar	0.22	3	2011-06-15T00:55:48	-23.2189	-129.4997	155	[SPO] South Pacific Ocean (MRGID:1910)	21.94937	206.4346	0.145434	0.0011	35.90434	0.2814	1.745449	0.0104	0	24.927695	0.1145		0.423501	0.6935	0	0.00623687	131	0.040113	0.014	302	0.04175	306	140	0.000157501	146	-0.120564	11.083333
TARA_B100000953	TARA_102	MES	non polar	0.22	3	2011-04-22T12:08:28	-5.261	-85.1678	480	[SPO] South Pacific Ocean (MRGID:1910)	9.137438	5.148	0	0	34.692094	1.8056	3.478053	0	0	26.863531	2.853		40.112735	40.579	0	0.034300595	34	0.012324	0.014	445	39.1775	43	45	4.40E-06	13	0.043188	0
TARA_B100000959	TARA_100	DCM	non polar	0.22	3	2011-04-16T13:03:08	-12.9794	-96.0232	177	[SPO] South Pacific Ocean (MRGID:1910)	12.806365	3.4942	0.019279	0	34.82775	0.51034	3.186315	1.00E-04	0	26.3033	2.68675		20.254424	20.9015	0	0.018424854	45	0.045278	0.131	226	23.251	148	56	3.28E-06	53	0.013354	6
TARA_B100000963	TARA_100	SRF	non polar	0.22	3	2011-04-15T12:45	-13.0023	-95.9759	5	[SPO] South Pacific Ocean (MRGID:1910)	25.349495	201.0109	0.227673	0.0066	35.82876	0.49273	1.77889	0.0049	0	23.86109	0.67725		5.005302	1.15025	0.0017	0.018424854	44	0.045278	0.137	301	6.1625	149	53	3.28E-06	52	0.013354	6
TARA_B100000965	TARA_100	DCM	non polar	0.22	3	2011-04-15T19:38	-12.9723	-96.0122	50	[SPO] South Pacific Ocean (MRGID:1910)	22.596675	216.67805	0.258187	0.0096	35.64227	0.49273	2.070398	0.0099	0	24.5284	0.7785		4.229206	1.8815	0.0061	0.018424854	44	0.045278	0.1635	301	5.6545	149	53	3.28E-06	52	0.013354	6
TARA_B100000973	TARA_097	DCM	non polar	0.22	3	2011-03-28T22:23:14	-28.1874	-107.6385	175	[SPO] South Pacific Ocean (MRGID:1910)	18.478415	214.770062	0.1476	9.00E-04	35.42905	0.40644	1.824504	0.0059	0	25.49114	0.1725		0.349581	0.5065	0	0.008414943	59	0.01664	0.03925	324	0.12225	326	69	0.000237817	84	-0.248939	90.75
TARA_B100000986	TARA_096	SRF	non polar	0.22	3	2011-03-24T13:00	-29.7238	-101.1604	5	[SPO] South Pacific Ocean (MRGID:1910)	23.84533	204.54175	0.070669		35.76868	0.13056	1.521211			24.269535	0.1575		0.149932	0.5305		0.010189857	49	0.056696	0	927		330	60	0.000148684	82	0.047596	0
TARA_B100000987	TARA_096	DCM	non polar	0.22	3	2011-03-24T19:09:46	-29.668	-101.2285	155	[SPO] South Pacific Ocean (MRGID:1910)	18.12644	220.19105	0.166728		35.33263	0.3657	1.847651			25.50222	0.181		0	0.5315		0.010189857	46	0.056696		260		243	57	0.000148684	77	0.047596	0
TARA_B100000994	TARA_097	SRF	non polar	0.22	3	2011-03-27T13:47	-28.1698	-107.3833	5	[SPO] South Pacific Ocean (MRGID:1910)	24.716415	200.81125	0.065128		36.049015	0.27248	1.510773			24.22107	0.121		0.107906	0.567		0.008414943	59	0.01664	5.00E-04	467	0.035	350	70	0.000237817	94	-0.248939	90.75
TARA_B100001000	TARA_097	MES	non polar	0.22	3	2011-03-28T12:55:12	-28.1762	-107.4021	310	[SPO] South Pacific Ocean (MRGID:1910)	12.677925	196.39225	0	0	34.568237	0.44524	2.168405	0	0	26.130906	0.86375		10.430143	1.68	0	0.008414943	55	0.01664	0.011	433	10.5835	410	63	0.000237817	75	-0.248939	90.75
TARA_B100001010	TARA_098	MES	non polar	0.22	3	2011-04-04T13:55:02	-25.8076	-111.6906	488	[SPO] South Pacific Ocean (MRGID:1910)	7.96837	154.6701	0	0	34.3655	0.18166	2.58324	0	0	26.78725	2.023		24.271551	12.05	0	0.007986359	64	0.028784	0	460	27.2885	411	72	0.000233155	98	-0.006839	0
TARA_B100001031	TARA_098	SRF	non polar	0.22	3	2011-04-03T13:44	-25.8051	-111.7202	5	[SPO] South Pacific Ocean (MRGID:1910)	25.18103	200.40835	0.060509		36.40163	0.26901	1.457396			24.346275	0.1815		0	0.385875		0.007986359	69	0.028784	0.000563	485	0.05125	431	79	0.000233155	109	-0.006839	0
TARA_B100001033	TARA_098	DCM	non polar	0.22	3	2011-04-03T21:50:58	-25.826	-111.7294	188	[SPO] South Pacific Ocean (MRGID:1910)	20.2127	208.821	0.115489		35.86191	0.13514	1.795236			25.37245			0			0.007986359	60	0.028784		392		391	71	0.000233155	95	-0.006839	0
TARA_B100001061	TARA_093	DCM	non polar	0.22	3	2011-03-12T19:36:38	-33.9116	-73.0537	35	[SPO] South Pacific Ocean (MRGID:1910)	15.376875	227.7609	0.484784	0.7106	34.22887	0.39243	3.63327	0.0898	0.0214	25.294705	1.08725		2.295011	0.46	0	0.040871163	24		0.359	81	6.80275	80	38	3.97E-06	14	0.061918	3.25
TARA_B100001064	TARA_093	SRF	non polar	0.22	3	2011-03-12T11:34	-34.0614	-73.1066	5	[SPO] South Pacific Ocean (MRGID:1910)	18.122955	243.0408	0.361109	0.0218	34.31598	2.1058	2.590248	0.0114	0	24.71804	0.52125		0	0.1445	0	0.040871163	26		0.03975	156	0.2115	50	36	3.97E-06	14	0.061918	3.25
TARA_B100001076	TARA_110	MES	non polar	0.22	3	2011-05-22T13:20	-1.8902	-84.6141	380	[SPO] South Pacific Ocean (MRGID:1910)	10.082375	2.43975	0.007712		34.747805	0.96385	3.401892			26.748625			26.734022			0.042527045	33	0.064745		373		75	68	5.49E-06	13	0.032297	0
TARA_B100001089	TARA_133	SRF	non polar	0.22	3	2011-10-18T15:35	35.3671	-127.7422	5	[NPO] North Pacific Ocean (MRGID:1908)	19.24802	223.159	0.140785	0.00805	33.07013	0.87662	1.791365	0.01845	0	23.48431	0.2925		0	1.95475	0.0022	0.019672674	11	0.043359	0.002	532	0.011	95	41	0.000164224	33	-0.465615	41.555556
TARA_B100001090	TARA_133	DCM	non polar	0.22	3	2011-10-19T00:09	35.4002	-127.7499	45	[NPO] North Pacific Ocean (MRGID:1908)	13.874505	236.1591	0.389715	0.03465	33.208145	1.0633	2.683702	0.10295	0	24.82737	0.43225		1.185394	2.65725	0.0169	0.019672674	11	0.043359	0.06	530	0.92875	95	38	0.000164224	29	-0.465615	41.555556
TARA_B100001107	TARA_110	SRF	non polar	0.22	3	2011-05-21T12:27	-2.0133	-84.589	5	[SPO] South Pacific Ocean (MRGID:1910)	23.88816	191.91255	0.246175	0.0125	35.012435	2.3345	1.970432	0.00855	0	23.68419	0.77275		8.074076	3.8635	0	0.042527045	33	0.064745	0.31925	369	8.287	69	74	5.49E-06	13	0.032297	0
TARA_B100001111	TARA_110	DCM	non polar	0.22	3	2011-05-21T21:00	-1.9002	-84.6265	50	[SPO] South Pacific Ocean (MRGID:1910)	22.039785	145.0818	0.282031	0.0291	35.112815	0.8882	2.184041	0.0316	0	24.318245	0.9295		10.202445	5.407	0.005	0.042527045	21	0.064745	0.414	369	10.701	69	64	5.49E-06	14	0.032297	0
TARA_B100001115	TARA_122	SRF	non polar	0.22	3	2011-07-26T17:10	-8.9971	-139.1963	5	[SPO] South Pacific Ocean (MRGID:1910)	26.60467	187.07695	0.177137	0.0041	35.37032	0.27504	1.574452	0.0045	0	23.122935	0.56795		5.660372	2.1905	0.003	0.030111594	102	0.028977	0.11925	252	5.456	235	112	2.32E-06	14	0.007751	15.833333
TARA_B100001121	TARA_125	SRF	non polar	0.22	3	2011-08-08T17:33	-8.9111	-142.5571	5	[SPO] South Pacific Ocean (MRGID:1910)	26.80604	187.3321	0.178072	0.0029	35.42651	0.19558	1.645425	0.0077	0	23.10143	0.55725		5.460123	1.80475	0.0032	0.01748565	109	0.014455	0.1945	274	3.7335	281	119	2.36E-06	14	-0.004254	0
TARA_B100001123	TARA_125	MIX	non polar	0.22	3	2011-08-09T17:05:33	-8.8999	-142.5461	140	[SPO] South Pacific Ocean (MRGID:1910)	23.681605	160.81445	0	4.00E-04	36.28145	0.11492	1.897657	0.0025	0	24.715135	0.566		3.583718	1.24575	0	0.01748565	102	0.014455	0.05475	242	3.47525	211	111	2.36E-06	29	-0.004254	0
TARA_B100001135	TARA_145	SRF	non polar	0.22	3	2012-02-02T11:52	39.2305	-70.0377	5	[NAO] North Atlantic Ocean (MRGID:1912)	13.993715	236.78925	0.169817	0.10205	35.12152	2.1983	2.515102	0.0266	0	26.282555	0.33275		5.013141	2.41425	0.0164	0.013130805	128	0.144593	0.093	212	3.7925	105	100	0.000894599	1026	-0.044917	3.472222
TARA_B100001139	TARA_145	MES	non polar	0.22	3	2012-02-02T18:36:58	39.2392	-70.0343	590	[NAO] North Atlantic Ocean (MRGID:1912)	5.004169	232.660562	0		34.963392	2.7923	2.860482			27.649883			19.964889			0.013130805	125	0.144593		176		92	100	0.000894599	696	-0.044917	3.472222
TARA_B100001158	TARA_147	SRF	non polar	0.22	3	2012-02-18T14:22	33.061	-66.5435	5	[NAO] North Atlantic Ocean (MRGID:1912)	20.150733	213.352167	0.1004		36.57475	0.29136	1.712959			25.923533	0.001		0.676878	0.797		0.006327717	224	0.034771	0.218	892	0.4035	230	230	0.001076234	16	0.003342	0
TARA_B100001171	TARA_152	MIX	non polar	0.22	3	2012-03-20T08:48:42	43.7056	-16.8794	25	[NAO] North Atlantic Ocean (MRGID:1912)	14.29128	241.1573	0.119381		35.992515	0.50565	1.948381			26.89311	0.167		3.283695	1.255		0.022559946	167	0.033926	0.3195	836	2.2565	761	1005	0.000994762	37	-0.093316	6.083333
TARA_B100001196	TARA_144	SRF	non polar	0.22	3	2012-01-29T20:01	36.3698	-72.9669	5	[NAO] North Atlantic Ocean (MRGID:1912)	22.939295	199.80685	0.132109	0.01065	36.39483	5.8407	1.830372	0.02785	0	25.00969	0		1.037244	1.14325	0.001	0.008509823	76	0.249201	0.01375	791		613	77	0.001002842	1044	2.028463	1.861111
TARA_B100001215	TARA_143	SRF	non polar	0.22	3	2012-01-16T12:30	29.6394	-79.5395	5	[NAO] North Atlantic Ocean (MRGID:1912)	24.812165	194.6794	0.09842	0.0099	36.21913	0.67624	1.716812	0.0263	0	24.32047	0.0065		0.492301	1.256	8.00E-04	0.006383077	109	0.398799	0.018	656	0.061	639	127	0.001241966	16	-4.707638	1.083333
TARA_B100001217	TARA_143	DCM	non polar	0.22	3	2012-01-16T21:35	29.851	-79.7064	40	[NAO] North Atlantic Ocean (MRGID:1912)	24.82846	194.382	0.096165	0.0112	36.22118	0.83966	1.698639	0.0338	0	24.319345	0.001		0.580043	1.23	0.0013	0.006383077	112	0.398799	0.0415	612	0.0565	449	126	0.001241966	14	-4.707638	1.083333
TARA_B100001228	TARA_127	SRF	non polar	0.22	3	2011-08-31T18:00	-6.6499	-152.4243	5	[SPO] South Pacific Ocean (MRGID:1910)	27.067715	188.4359	0.201192	0.0015	35.41223	0.16747	1.607691	0.0024	0	23.00702	0.56525		5.064634	1.932	0.0014	0.019421275	127	0.03885	0.1715	635	4.821	227	149	3.05E-06	15	-0.001602	3.222222
TARA_B100001230	TARA_127	DCM	non polar	0.22	3	2011-09-01T17:38:08	-6.628	-152.4607	100	[SPO] South Pacific Ocean (MRGID:1910)	26.960655	184.1395	0.179825	0.0013	35.511855	0.22257	1.70088	0.0047	0	23.123355	0.56825		4.30006	1.5525	0.0037	0.019421275	115	0.03885	0.2045	161	4.5355	110	156	3.05E-06	13	-0.001602	3.222222
TARA_B100001242	TARA_132	MES	non polar	0.22	3	2011-10-05T20:45:47	31.528	-159.0224	550	[NPO] North Pacific Ocean (MRGID:1908)	6.634392	131.979417	0	0	33.991383	0.83732	3.06763	0	0	26.6805			28.302949		0	0.022323498	47	0.043804		646		137	56	0.00081438	56	0.134524	0
TARA_B100001261	TARA_134	SRF	non polar	0.22	3	2011-10-22T14:52	32.7526	-122.0013	5	[NPO] North Pacific Ocean (MRGID:1908)	17.46236	226.8945	0.253087	0.0308	33.468295	0.12666	2.173314	0.0643	0	24.22939	0.288583		0	1.223291	0.00825	0.023116545	31	0.03401	0.015167	631	0.029292	39	41	3.09E-05	13	-0.987565	47.527778
TARA_B100001263	TARA_135	DCM	non polar	0.22	3	2011-10-23T21:22	32.931	-121.8645	30	[NPO] North Pacific Ocean (MRGID:1908)	16.2703	226.2744	0.267761	0.09525	33.417845	1.4971	2.413609	0.1078	0	24.46531	0.370333		0.065956	1.615166	0.0271	0.022733899	30	0.047316	0.128209	511	1.011	38	43	3.36E-05	13	-1.155182	41.666667
TARA_B100001275	TARA_135	SRF	non polar	0.22	3	2011-10-23T14:24	32.9986	-121.7698	5	[NPO] North Pacific Ocean (MRGID:1908)	17.46236	226.8945	0.253087	0.0308	33.468295	0.6662	2.173314	0.0643	0	24.22939	0.288583		0	1.223291	0.00825	0.022733899	33	0.047316	0.015167	679	0.029292	43	44	3.36E-05	14	-1.155182	41.666667
TARA_B100001287	TARA_137	SRF	non polar	0.22	3	2011-12-02T14:12	14.2035	-116.6261	5	[NPO] North Pacific Ocean (MRGID:1908)	26.478605	195.77195	0.251665	0.0081	33.84798	0.40468	1.755806	0.0118	0	22.01524	0.456		3.740793	2.538	0.0044	0.016200179	29	0.032361	0.067	630	2.444	44	39	4.21E-06	13	0.075315	0
TARA_B100001297	TARA_152	SRF	non polar	0.22	3	2012-03-19T08:18	43.6792	-16.8344	5	[NAO] North Atlantic Ocean (MRGID:1912)	14.31675	242.8405	0.191493		35.99167	0.63127	1.931107			26.88634	0.1595		3.209219	1.236		0.022559946	144	0.033926	0.3105	523	2.159	521	505	0.000994762	14	-0.093316	6.083333
TARA_B100001557	TARA_151	DCM	non polar	0.22	3	2012-03-09T17:42:29	36.1811	-28.9373	80	[NAO] North Atlantic Ocean (MRGID:1912)	16.74703	228.11655	0.16463		36.182395	0.75617	1.900875			26.48531	0.022		1.005795	0.6335		0.021044872	48	0.025897	0.0415	170	0.142	108	108	0.00129951	52	-0.157861	37.583333
TARA_B100001564	TARA_151	SRF	non polar	0.22	3	2012-03-09T08:59	36.1715	-29.023	5	[NAO] North Atlantic Ocean (MRGID:1912)	17.303005	232.28725	0.111686		36.229605	1.5662	1.76176			26.38564	0.0125		0.296016	0.6545		0.021044872	56	0.025897	0.019	699		993	118	0.00129951	14	-0.157861	37.583333
TARA_B100001741	TARA_148	SRF	non polar	0.22	3	2012-02-24T11:40	31.6948	-64.2489	5	[NAO] North Atlantic Ocean (MRGID:1912)	20.481195	213.6889	0.120903		36.596745	0.12223	1.674064			25.85157	0.0015		1.009924	0.728		0.006396831	134	0.085786	0.093	824	0.1505		186	0.001041271	16	0.069438	1.333333
TARA_B100001750	TARA_148	MES	non polar	0.22	3	2012-02-27T15:28:31	34.1504	-56.9684	250	[NAO] North Atlantic Ocean (MRGID:1912)	18.129194	192.246187	0		36.565812	0.80521	2.077387			26.450856	0.179		3.578039	1.6225		0.009404778	177		0.0305	781	4.1285	171	180	0.000970728	13		
TARA_B100001758	TARA_149	SRF	non polar	0.22	3	2012-03-01T10:48	34.1132	-49.9181	5	[NAO] North Atlantic Ocean (MRGID:1912)	18.82554	220.9492	0.156401		36.41274	0.34844	1.734471			26.146925			0.808032			0.011274377	167	0.079308		748		165	171	0.000983844	14	0.275561	0
TARA_B100001765	TARA_149	MES	non polar	0.22	3	2012-03-01T18:50:26	34.0771	-49.8233	740	[NAO] North Atlantic Ocean (MRGID:1912)	10.496305	152.7195	0.00482		35.369805	0.59747	2.634028			27.170345	1.34475		20.172519			0.011274377	150	0.079308	0.00725	750	20.924	878	150	0.000983844	14	0.275561	0
TARA_B100001769	TARA_150	SRF	non polar	0.22	3	2012-03-05T09:25	35.9346	-37.3032	5	[NAO] North Atlantic Ocean (MRGID:1912)	17.627142	229.368083	0.191003		36.285292	0.54808	1.79022			26.349408	0.0055		0.120853	0.8358		0.013435967	77	0.073051	0.0355	632	0.1695	90	92	0.001100777	15	-0.032539	1.388889
TARA_B100001776	TARA_150	DCM	non polar	0.22	3	2012-03-05T17:34	35.8427	-37.1526	40	[NAO] North Atlantic Ocean (MRGID:1912)	17.585567	229.097917	0.21402		36.285033	0.44063	1.79022			26.360683	0		0.61356	0.8423		0.013435967	61	0.073051	0.04	547	0.1745	129	105	0.001100777	13	-0.032539	1.388889
TARA_B100001937	TARA_141	SRF	non polar	0.22	3	2011-12-30T13:35	9.8481	-80.0454	5	[NAO] North Atlantic Ocean (MRGID:1912)	27.1673	195.502875	0.094165		34.80515	0.2852	1.82175			22.518037	0.0132		0	1.1195		0.008022053	34	0	0.00205	488	5.00E-04	968	66	0.001378918	13		0
TARA_B100001964	TARA_137	DCM	non polar	0.22	3	2011-12-02T20:42	14.2075	-116.6468	40	[NPO] North Pacific Ocean (MRGID:1908)	20.58574	123.201	0.366719	0.0228	34.366025	0.53045	2.394612	0.0606	0	24.14088	0.884		7.312792	4.661	0.0238	0.016200179	28	0.032361	0.3055	206	6.0475	39	39	4.21E-06	16	0.075315	0
TARA_B100001971	TARA_137	MES	non polar	0.22	3	2011-12-03T14:31:20	14.2025	-116.6433	375	[NPO] North Pacific Ocean (MRGID:1908)	8.887131	0.832313	0	0	34.5882	0.3853	3.389521	0	0	26.820475	2.9545		35.049476	46.6245	0	0.016200179	28	0.032361	0.0093	351	34.551	40	40	4.21E-06	14	0.075315	0
TARA_B100001977	TARA_136	SRF	non polar	0.22	3	2011-11-30T16:20	17.0854	-118.8913	5	[NPO] North Pacific Ocean (MRGID:1908)	24.612275	201.518375	0.184438	0.0051	34.524725	0.14708	1.639171	0.0109	0	23.0995	0.3115		0	1.7995	0.002	0.012660564	43	0.071185	0.0145	370	0.242	48	54	5.28E-05	13	-0.588642	44.027778
TARA_B100001989	TARA_138	SRF	non polar	0.22	3	2011-12-10T14:08	6.3332	-102.9432	5	[NPO] North Pacific Ocean (MRGID:1908)	26.605515	196.2029	0.125361	0.0032	33.52041	0.37589	1.444322	0.0059	0	21.72899	0.1575		0.803918	1.1855	0	0.013172547	45	0.020154	0.003	483	0.002	64	57	4.69E-06	13	-0.002795	0
TARA_B100001996	TARA_138	DCM	non polar	0.22	3	2011-12-11T13:27:34	6.3378	-102.9538	60	[NPO] North Pacific Ocean (MRGID:1908)	17.291965	41.52515	0.219944	0.0132	34.664045	0.22659	2.388755	0.0475	0	25.194555	1.108		25.65001	8.073	0.0089	0.013172547	42	0.020154	0.464	120	12.904	48	53	4.69E-06	14	-0.002795	0
TARA_B100002003	TARA_138	MES	non polar	0.22	3	2011-12-11T20:37:22	6.3559	-103.0598	450	[NPO] North Pacific Ocean (MRGID:1908)	8.149894	1.013313	0	0.0018	34.608919	0.17526	3.439414	0	0	26.951444	3.155		36.753654	52.9225	0	0.013172547	38	0.020154	0.0078	482	36.219	49	49	4.69E-06	15	-0.002795	0
TARA_B100002010	TARA_139	SRF	non polar	0.22	3	2011-12-15T14:16	6.4998	-94.9527	5	[NPO] North Pacific Ocean (MRGID:1908)	26.396617	183.942	0.348423	0.06825	33.205433	0.12938	1.908432	0.0769	0	21.557358	0.55525		2.969288	3.454	0.02775	0.016344247	20	0.029167	0.0995	438	4.49825	22	22	4.50E-06	13	-1.751306	13.861111
TARA_B100002017	TARA_140	SRF	non polar	0.22	3	2011-12-21T16:20	7.4122	-79.3017	5	[NPO] North Pacific Ocean (MRGID:1908)	26.555663	205.411	0.182274	0.04365	28.922675	0.52326	1.782691	0.01655	0	18.28625	0.09345		0	0.63375	0.0037	0.017845567	26	0	0.0043	360	0.00275	52	42	3.48E-05	14	0.254223	2
TARA_B100002033	TARA_153	MIX	non polar	0.22	3	2012-03-24T15:49:17	44.0342	-16.5455	100	[NAO] North Atlantic Ocean (MRGID:1912)	13.410555	244.0327	0.050697		35.83324	1.4965	1.971397			26.956965	0.249		4.355658	1.626		0.027011777	106	0.064908	0.23	156	3.642	221	3	0.001042778	211	0.176339	0
TARA_B100002046	TARA_142	MES	non polar	0.22	3	2012-01-10T14:49:35	25.6236	-88.45	640	[NAO] North Atlantic Ocean (MRGID:1912)	9.735075	108.231313	0	0	35.165212	0.26197	2.638681	0	0	27.13905	1.2175		31.001404	8.624	0	0.009340256	147	0.044572	0	654		740	156	0.00116825	14	-2.922481	25.75
TARA_B100002054	TARA_142	SRF	non polar	0.22	3	2012-01-09T13:41	25.5264	-88.394	5	[NAO] North Atlantic Ocean (MRGID:1912)	24.98456	195.54125	0.123459	0.018	36.177285	0.30297	1.604851	0.0392	0	24.236425	0.003		0	1.218	0.001	0.009340256	151	0.044572	0.0195	606	0.049	975	160	0.00116825	13	-2.922481	25.75
TARA_B100002056	TARA_142	DCM	non polar	0.22	3	2012-01-09T20:17:16	25.6168	-88.4532	125	[NAO] North Atlantic Ocean (MRGID:1912)	24.961605	193.38225	0.114913	0.0189	36.17927	0.27169	1.681699	0.041	0	24.25287			0	1.168	0.001	0.009340256	145	0.044572	0.0175	205	0.0615	321	154	0.00116825	14	-2.922481	25.75
TARA_B110000023	TARA_168	SRF	polar	0.22	3	2013-07-01T03:20:00	72.5128	44.0775	5	[AO] Arctic Ocean (MRGID:1906)	7.48766	299.0073	0.825342	0.217	34.92331	0.45599	2.102862	0.01695	0	27.289205	0	217.805071	0	1.725127	0.00275	0.006979311	15	0.011037	0	154	0.0595	244	31	0.000430005	35	-0.011538	1.222222
TARA_B110000035	TARA_168	MIX	polar	0.22	3	2013-07-02T04:24:00	72.5199	44.0552	NA	[AO] Arctic Ocean (MRGID:1906)	3.1072	303.31905	0.321278	0.11945	34.978285	1.4538	2.699	0	0.00745	27.85433	0.098435	0.822609	0	1.459545	0.00035	0.006979311	12	0.011037	0	125	0.821	76	40	0.000430005	39	-0.011538	1.222222
TARA_B110000044	TARA_168	DCM	polar	0.22	3	2013-07-01T12:34:00	72.5432	44.102	40	[AO] Arctic Ocean (MRGID:1906)	3.824545	326.3609	1.1063	0.1971	34.975345	0.92917	2.454789	0	0.0103	27.784685	0.098435	2.474629	0	1.135333	0.0094	0.006979311	19	0.011037	0.063	245	0.821	103	35	0.000430005	36	-0.011538	1.222222
TARA_B110000083	TARA_173	SRF	polar	0.22	3	2013-07-08T04:12:00	78.9564	79.4201	5	[AO] Arctic Ocean (MRGID:1906)	-0.160312	385.28075	0.417069	0.43265	33.613775	0.84307	2.28495	0.00095	0.0218	26.994413	0.056871	161.90166	2.099614	0.273079	0.00325	0.004081616	15	0	0.0015	47	0.441	46	19	0.001215531	14		4.833333
TARA_B110000085	TARA_173	DCM	polar	0.22	3	2013-07-08T11:00:00	78.9354	79.0604	35	[AO] Arctic Ocean (MRGID:1906)	-1.29785	348.000625	2.003142	1.3839	34.4561	0.84307	3.166069	0	0.0542	27.72345	0.209065	2.853256	4.427788	0.231772	0.0037	0.004081616	15	0	0.026	47	1.709	46	19	0.001215531	14		4.833333
