PANGAEA sample id	BioSamples_ID	ENA_ID	MetaG/MetaT	Station	Layer	Size_fraction	Size_fraction_name	Used_in_OM-RGC.v1 (Sunagawa_et_al_2015)	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000795	SAMEA2621536	ERS491095	MetaG	85	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000809	SAMEA2621551	ERS491110	MetaG	85	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000787	SAMEA2621509	ERS491044	MetaG	85	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100001059	SAMEA2621812	ERS491463	MetaG	93	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001063	SAMEA2621779	ERS491421	MetaG	93	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001057	SAMEA2621839	ERS491492	MetaG	94	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000989	SAMEA2621859	ERS491525	MetaG	96	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001029	SAMEA2622021	ERS491740	MetaG	98	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001013	SAMEA2622048	ERS491767	MetaG	98	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001027	SAMEA2621990	ERS491699	MetaG	98	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000886	SAMEA2622074	ERS491804	MetaG	99	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000965	SAMEA2622119	ERS491874	MetaG	100	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000959	SAMEA2622149	ERS491913	MetaG	100	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000963	SAMEA2622097	ERS491836	MetaG	100	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000902	SAMEA2622219	ERS492012	MetaG	102	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000953	SAMEA2622197	ERS491980	MetaG	102	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000900	SAMEA2622173	ERS491938	MetaG	102	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000927	SAMEA2622336	ERS492177	MetaG	109	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000929	SAMEA2622362	ERS492205	MetaG	109	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000925	SAMEA2622316	ERS492145	MetaG	109	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001113	SAMEA2622402	ERS492264	MetaG	110	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001079	SAMEA2622429	ERS492294	MetaG	110	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001109	SAMEA2622376	ERS492228	MetaG	110	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000579	SAMEA2622478	ERS492357	MetaG	111	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000586	SAMEA2622499	ERS492381	MetaG	111	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000575	SAMEA2622452	ERS492321	MetaG	111	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000945	SAMEA2622545	ERS492445	MetaG	112	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000949	SAMEA2622568	ERS492471	MetaG	112	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000941	SAMEA2622518	ERS492408	MetaG	112	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000700	SAMEA2622690	ERS492699	MetaG	122	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000678	SAMEA2622673	ERS492680	MetaG	122	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001115	SAMEA2622652	ERS492642	MetaG	122	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000686	SAMEA2622733	ERS492778	MetaG	123	MIX	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000683	SAMEA2622710	ERS492733	MetaG	123	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000676	SAMEA2622796	ERS492863	MetaG	124	MIX	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000674	SAMEA2622759	ERS492814	MetaG	124	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001123	SAMEA2622837	ERS492926	MetaG	125	MIX	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001121	SAMEA2622817	ERS492888	MetaG	125	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000614	SAMEA2622923	ERS493098	MetaG	128	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000609	SAMEA2622901	ERS493044	MetaG	128	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001250	SAMEA2623079	ERS493340	MetaG	132	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001245	SAMEA2623098	ERS493372	MetaG	132	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001248	SAMEA2623059	ERS493300	MetaG	132	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001094	SAMEA2623135	ERS493431	MetaG	133	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001105	SAMEA2623155	ERS493460	MetaG	133	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001093	SAMEA2623116	ERS493390	MetaG	133	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001964	SAMEA2623295	ERS493670	MetaG	137	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001971	SAMEA2623314	ERS493705	MetaG	137	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001287	SAMEA2623275	ERS493636	MetaG	137	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001996	SAMEA2623370	ERS493788	MetaG	138	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002003	SAMEA2623390	ERS493822	MetaG	138	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001989	SAMEA2623350	ERS493752	MetaG	138	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002019	SAMEA2623426	ERS493877	MetaG	140	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001939	SAMEA2623446	ERS493914	MetaG	141	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002052	SAMEA2623488	ERS493981	MetaG	142	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002049	SAMEA2623513	ERS494006	MetaG	142	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002051	SAMEA2623463	ERS493938	MetaG	142	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001146	SAMEA2623649	ERS494208	MetaG	145	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001142	SAMEA2623627	ERS494170	MetaG	145	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001167	SAMEA2623693	ERS494274	MetaG	146	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001540	SAMEA2623673	ERS494236	MetaG	146	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001741	SAMEA2623734	ERS494332	MetaG	148	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001750	SAMEA2623756	ERS494374	MetaG	148	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001765	SAMEA2623794	ERS494431	MetaG	149	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001758	SAMEA2623774	ERS494394	MetaG	149	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001778	SAMEA2623826	ERS494488	MetaG	150	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001769	SAMEA2623808	ERS494445	MetaG	150	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001559	SAMEA2623868	ERS494559	MetaG	151	DCM	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001564	SAMEA2623850	ERS494518	MetaG	151	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001179	SAMEA2623907	ERS494616	MetaG	152	MES	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001175	SAMEA2623921	ERS494633	MetaG	152	MIX	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001173	SAMEA2623886	ERS494579	MetaG	152	SRF	0.22-3	Prokaryote enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B110000008	SAMEA4396496	ERS1307945	MetaG	155	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000014	SAMEA4396468	ERS1307917	MetaG	155	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000003	SAMEA4396424	ERS1307873	MetaG	155	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110001452	SAMEA4396971	ERS1308420	MetaG	158	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110001454	SAMEA4397004	ERS1308453	MetaG	158	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110001450	SAMEA4396538	ERS1307987	MetaG	158	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000196	SAMEA4397072	ERS1308521	MetaG	163	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110001469	SAMEA4397034	ERS1308483	MetaG	163	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000046	SAMEA4397157	ERS1308606	MetaG	168	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000037	SAMEA4397196	ERS1308645	MetaG	168	MIX	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000027	SAMEA4397101	ERS1308550	MetaG	168	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000093	SAMEA4397390	ERS1308839	MetaG	173	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000091	SAMEA4397278	ERS1308727	MetaG	173	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000090	SAMEA4397239	ERS1308688	MetaG	173	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000114	SAMEA4397311	ERS1308760	MetaG	175	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000116	SAMEA4397355	ERS1308804	MetaG	175	MIX	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000208	SAMEA4397426	ERS1308875	MetaG	178	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000503	SAMEA4397472	ERS1308921	MetaG	180	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000211	SAMEA4397516	ERS1308965	MetaG	180	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000240	SAMEA4397611	ERS1309060	MetaG	188	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000238	SAMEA4397569	ERS1309018	MetaG	188	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000261	SAMEA4397705	ERS1309154	MetaG	189	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000263	SAMEA4397730	ERS1309179	MetaG	189	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000259	SAMEA4397649	ERS1309098	MetaG	189	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000285	SAMEA4397756	ERS1309205	MetaG	191	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000977	SAMEA4397798	ERS1309247	MetaG	193	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000967	SAMEA4397903	ERS1309352	MetaG	194	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000971	SAMEA4397842	ERS1309291	MetaG	194	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000305	SAMEA4397930	ERS1309379	MetaG	196	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000908	SAMEA4398067	ERS1309516	MetaG	201	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000914	SAMEA4397983	ERS1309432	MetaG	201	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000902	SAMEA4398009	ERS1309458	MetaG	201	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000881	SAMEA4398150	ERS1309599	MetaG	205	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000879	SAMEA4398094	ERS1309543	MetaG	205	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000495	SAMEA4398219	ERS1309668	MetaG	206	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000483	SAMEA4398176	ERS1309625	MetaG	206	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000858	SAMEA4398247	ERS1309696	MetaG	208	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000467	SAMEA4398341	ERS1309790	MetaG	209	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000459	SAMEA4398296	ERS1309745	MetaG	209	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000438	SAMEA4398413	ERS1309862	MetaG	210	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000444	SAMEA4398370	ERS1309819	MetaG	210	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_X000001316	SAMEA2619625	ERS488253	MetaG	11	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_A100000172	SAMEA2619686	ERS488354	MetaG	18	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_A100000171	SAMEA2619677	ERS488340	MetaG	18	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_S200002703	SAMEA2619747	ERS488448	MetaG	22	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_X000001382	SAMEA2591102	ERS478002	MetaG	23	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_E500000305	SAMEA2619790	ERS488517	MetaG	25	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_E500000318	SAMEA2619779	ERS488499	MetaG	25	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_X000001388	SAMEA2591127	ERS478045	MetaG	30	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_A100001391	SAMEA2619814	ERS488557	MetaG	31	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_A100001518	SAMEA2619854	ERS488613	MetaG	32	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_A100001515	SAMEA2619837	ERS488588	MetaG	32	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_A100001201	SAMEA2619872	ERS488636	MetaG	33	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000008	SAMEA2619923	ERS488701	MetaG	34	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000005	SAMEA2619903	ERS488673	MetaG	34	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000030	SAMEA2619962	ERS488757	MetaG	36	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000027	SAMEA2619949	ERS488736	MetaG	36	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000049	SAMEA2619992	ERS488791	MetaG	37	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000084	SAMEA2620027	ERS488836	MetaG	38	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000093	SAMEA2620053	ERS488867	MetaG	38	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
